,per_capita-Nutritional Deficiencies,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition
610,3.1398611843486486e-05,1.56423,0.0002404702591649,16.0,2.994227548710956e-05
611,2.97080565012556e-05,1.54292,0.0002383580253135,15.0,2.832090989419308e-05
612,2.9366749635381977e-05,1.52161,0.0002335574306938,14.0,2.7932826313341844e-05
613,2.8806847695121988e-05,1.49768,0.0002314226005546,13.0,2.7497445527161897e-05
614,3.0237646423683345e-05,1.47011,0.0002439923731047,13.0,2.8824672291735527e-05
615,3.13680257292416e-05,1.44122,0.0002550135713339,21.444444444444443,2.995505159729378e-05
616,3.2107592542610284e-05,1.40876,0.0002621562634164,21.444444444444443,3.065829149033968e-05
617,1.4310274855533251e-05,4.17756,0.0002400830926904,59.0,1.2838333737837524e-05
618,1.285231134859281e-05,3.96312,0.0002189166015877,55.0,1.1222557686889668e-05
619,1.1273527836156922e-05,3.76025,0.0001999616855032,51.0,9.500665199977275e-06
620,1.0084844751943964e-05,3.56954,0.0001839035911266,48.0,8.111790659801747e-06
621,9.318344465648855e-06,3.39129,0.0001739253889964,46.0,7.151035420354965e-06
622,8.828252172448158e-06,3.22622,0.0001640851296683,44.0,6.634481208412205e-06
623,8.497526533566854e-06,3.07434,0.0001525828530535,42.0,6.350718422587228e-06
624,8.096393384311296e-06,2.93658,0.000145210123925,40.0,6.011062772745679e-06
625,8.065656689838338e-06,3.78559,0.0001424067121424,40.0,6.0027376249516985e-06
626,8.215525388907891e-06,2.68975,0.0001412747004296,37.0,6.118201636874757e-06
627,8.49007537629205e-06,2.57378,0.0001402099147793,36.0,6.333913490238246e-06
628,8.78195731749999e-06,2.46568,0.000137887726969,34.0,6.5900214677449024e-06
629,9.022959841479877e-06,2.36825,0.0001347845572095,33.0,6.808165655968109e-06
630,9.445861149077655e-06,2.28168,0.0001319664159594,32.0,7.179980744788398e-06
631,9.978663716837556e-06,2.20659,0.0001296643555192,31.0,7.64553883981529e-06
632,1.064037178603336e-05,2.13701,0.0001289176487195,30.0,8.208517642072811e-06
633,1.1577959322598887e-05,2.07005,0.0001312931955103,29.0,8.97004721132922e-06
634,1.2077940832537972e-05,2.00838,0.0001308917320673,29.0,9.365287213258082e-06
635,1.2120212167819605e-05,1.9495,0.0001318894813431,39.77777777777778,9.406829732414169e-06
636,1.2211475769512268e-05,1.89477,0.0001341604012905,39.77777777777778,9.485745187976114e-06
637,4.993530769093175e-05,3.52824,0.0001647376851769,94.0,4.790499924647287e-05
638,5.049291257568087e-05,3.46267,0.0001613992595932,93.0,4.8508808202429925e-05
639,5.130015494556104e-05,3.38837,0.0001672907599326,92.0,4.929035455592104e-05
640,4.8301138191910704e-05,3.31079,0.0001636637848226,88.0,4.681418678528441e-05
641,4.5696521531907705e-05,3.23358,0.0001637743782389,85.0,4.435250619273395e-05
642,4.280778993793256e-05,3.15783,0.0001616861795628,83.0,4.1674926127638176e-05
643,4.052680277203331e-05,3.08496,0.0001632012444962,82.0,3.940898602890798e-05
644,3.7349767544061455e-05,3.01469,0.0001581789652494,83.0,3.6293363056643e-05
645,3.662400140487815e-05,2.94565,0.0001572050490682,84.0,3.5511373514097045e-05
646,3.571643458768536e-05,2.87745,0.0001608613265468,87.0,3.461746736960273e-05
647,3.409094096697744e-05,2.81037,0.0001587366508064,85.0,3.300509812264106e-05
648,3.1726836011206484e-05,2.74469,0.0001528433058298,84.0,3.06983409749024e-05
649,3.0615123030795496e-05,2.68341,0.0001532524534097,85.0,2.9576198278125905e-05
650,2.931417679933084e-05,2.63044,0.0001537846635222,85.0,2.8330479591299604e-05
651,2.8219086326098985e-05,2.58776,0.0001537021192382,85.0,2.7310885846638327e-05
652,2.792236546811749e-05,2.5544,0.0001584620985876,85.0,2.698092172819629e-05
653,2.7445499929099124e-05,2.52893,0.0001575786766762,84.0,2.6513708264839588e-05
654,2.7422232184794648e-05,2.50907,0.0001588099455656,83.0,2.649977177490859e-05
655,2.773670732452853e-05,2.49343,0.0001627304023076,85.94444444444444,2.679328190532688e-05
656,2.738967512884251e-05,2.47901,0.0001624257085906,85.94444444444444,2.6464348266381618e-05
657,0.0002458070634677,13.11569,0.0011538256934419,444.0,0.0002348007770438
658,0.0002269908167022,12.85452,0.0010902708518768,437.0,0.00021626684111
659,0.0002088881925949,12.59907,0.0010357372882831,429.0,0.0002001845179034
660,0.0001898108839594,12.37028,0.0009761702603629,423.0,0.0001813371837826
661,0.0001797908488107,12.16293,0.0009368917626101,414.0,0.0001731930194965
662,0.0001717333350453,11.96968,0.0009100261772962,404.0,0.0001653133972866
663,0.0001593550806149,11.76367,0.0008577052868391,393.0,0.0001531058617672
664,0.0001613548940004,11.54583,0.0008661408932667,382.0,0.0001552660300759
665,0.0001543945284954,11.30493,0.0008417470928549,370.0,0.0001484562773994
666,0.0001376785654763,11.0471,0.0007753477108402,356.0,0.0001318815732457
667,0.0001203757990828,10.78453,0.0007109253075247,341.0,0.0001161272414681
668,0.000117747123507,10.49215,0.0006967859191063,326.0,0.0001135913426773
669,0.0001085063557597,10.22472,0.0006632450995817,313.0,0.0001044373674187
670,0.0001010251393083,9.94696,0.0006300778425283,302.0,9.570802671317368e-05
671,0.0001056248492237,9.69207,0.0006533092526063,293.0,0.0001004088072868
672,9.987566759841276e-05,9.4405,0.0006287045229592,285.0,9.475383849080183e-05
673,9.311947732289052e-05,9.17471,0.0006027598599684,279.0,8.934436337736794e-05
674,9.033759033759032e-05,8.94214,0.000585338085338,273.0,8.538758538758538e-05
675,8.538758538758538e-05,8.68514,0.0005667755667755,359.1111111111111,8.043758043758043e-05
676,7.9145326408517e-05,8.42441,0.0005396272255126,359.1111111111111,7.434863995951596e-05
677,4.37853067328151e-06,2.42774,0.0001099783880877,40.0,3.863409417601332e-06
678,4.0442767417688855e-06,2.38257,0.0001064150317677,37.0,3.28597485268722e-06
679,4.227861858344245e-06,2.33836,9.84843115237836e-05,38.0,3.7304663455978633e-06
680,4.407642264000141e-06,2.29533,9.672326079333645e-05,37.0,3.673035220000117e-06
681,4.340805306200407e-06,2.2532,9.501540503572e-05,36.0,3.617337755167005e-06
682,4.039260663232345e-06,2.21202,8.696290604370813e-05,33.0,3.5640535263814804e-06
683,4.215687698108046e-06,2.17143,8.759262217180051e-05,35.0,3.7472779538738175e-06
684,3.6941860438269e-06,2.13125,8.081031970871344e-05,29.0,3.4632994160877183e-06
685,3.869580567057441e-06,2.09194,8.057832474931377e-05,29.0,3.414335794462448e-06
686,3.815897748306078e-06,2.05289,8.013385271442765e-05,29.0,3.36696860144654e-06
687,4.428482226286585e-06,2.01444,9.32195508633326e-05,32.0,3.985634003657926e-06
688,4.37009265907465e-06,1.97609,9.286446900533631e-05,30.0,3.9330833931671855e-06
689,4.313740038495816e-06,1.93882,9.770621187193024e-05,29.0,3.882366034646234e-06
690,4.258996384537969e-06,1.90259,0.0001045583612404,29.0,3.833096746084173e-06
691,4.205891865678955e-06,1.86707,0.0001116664290337,29.0,3.78530267911106e-06
692,4.362146209170312e-06,1.83257,0.000123178700097,28.0,3.946703713058854e-06
693,4.51509612126563e-06,1.79906,0.0001348371887123,28.0,3.899401195638499e-06
694,4.665070266099664e-06,1.76642,0.0001334615754388,27.0,4.056582840086665e-06
695,4.665070266099664e-06,1.73392,0.0001354898668588,31.944444444444443,4.056582840086665e-06
696,4.560701348619218e-06,1.70165,0.0001340449613768,31.944444444444443,4.164118622652329e-06
697,9.068587998177214e-07,1.65806,0.000253693749249,11.0,2.2671469995443042e-07
698,6.758111423235739e-07,1.59338,0.000250725933802,10.0,2.2527038077452466e-07
699,6.69490428518507e-07,1.53431,0.0002584233054081,10.0,2.2316347617283565e-07
700,8.893278215759378e-07,1.48084,0.0002674653423389,10.0,2.223319553939845e-07
701,6.671308414810393e-07,1.43236,0.0002628495515435,10.0,2.2237694716034649e-07
702,6.672740343210175e-07,1.38813,0.0002571229278916,10.0,2.2242467810700586e-07
703,6.674455014061964e-07,1.34839,0.0002267089886443,9.0,2.224818338020655e-07
704,6.676589562443027e-07,1.31302,0.0002029683226982,9.0,2.2255298541476762e-07
705,8.905625527797463e-07,1.28133,0.000174772900983,9.0,2.2264063819493658e-07
706,6.682394052312899e-07,1.25158,0.0001432259791879,9.0,2.227464684104301e-07
707,6.686159049014227e-07,1.22484,0.0001234710704384,9.0,2.228719683004742e-07
708,6.690747410011678e-07,1.19964,0.0001121815315745,9.0,2.2302491366705602e-07
709,6.696364298289102e-07,1.17771,0.0001064721923427,8.0,2.2321214327630338e-07
710,6.702995412246507e-07,1.15893,0.0001018855302661,9.0,2.234331804082169e-07
711,6.710607726056887e-07,1.14084,0.0001049091674506,8.0,2.2368692420189626e-07
712,6.71915972876096e-07,1.12413,0.0001148976313618,8.0,2.2397199095869866e-07
713,6.728670618788737e-07,1.1077,0.0001141631114987,7.0,2.242890206262912e-07
714,6.739174190580251e-07,1.09203,0.000120181939732,8.0,2.246391396860084e-07
715,6.739174190580251e-07,1.07636,0.0001248993616654,9.055555555555555,2.246391396860084e-07
716,6.76296375615007e-07,1.05893,0.0001307506326189,9.055555555555555,2.254321252050024e-07
717,4.349338900487126e-06,1.9574,0.0001728862212943,14.0,3.2620041753653447e-06
718,4.288937115604011e-06,1.9641,0.0001661963132296,9.0,3.2167028367030083e-06
719,4.224694607388569e-06,1.9577,0.0001626507423844,10.0,3.168520955541426e-06
720,4.146573064690687e-06,1.93687,0.0001575697764582,9.0,3.109929798518015e-06
721,5.064875996640975e-06,1.90021,0.0001559981806965,9.0,3.038925597984585e-06
722,4.9468706096523336e-06,1.84815,0.000155331737143,12.0,3.957496487721867e-06
723,4.8495194126262085e-06,1.7836,0.0001561545250865,9.0,3.879615530100967e-06
724,5.720245665483847e-06,1.70997,0.0001534932586904,8.0,4.766871387903206e-06
725,5.624207338278262e-06,1.62917,0.0001471667586849,9.0,4.686839448565218e-06
726,5.531238591820404e-06,1.54588,0.00014196845719,8.0,4.60936549318367e-06
727,5.441303300966647e-06,1.46413,0.0001387532341746,8.0,4.534419417472206e-06
728,5.354804911070077e-06,1.38393,0.0001329776552915,8.0,4.462337425891731e-06
729,5.272078807034007e-06,1.30639,0.0001282872509711,7.0,4.393399005861673e-06
730,5.192993267284229e-06,1.23205,0.0001254973372927,6.0,4.327494389403524e-06
731,5.970363117484806e-06,1.16082,0.0001262305344839,8.0,5.117454100701262e-06
732,5.886324973910967e-06,1.09308,0.0001269764387229,7.0,5.0454214062094e-06
733,5.806357961968356e-06,1.03113,0.0001260809157455,6.0,4.976878253115733e-06
734,5.7304291518391816e-06,0.97532,0.0001252508086044,6.0,4.911796415862155e-06
735,5.7304291518391816e-06,0.92741,0.0001309812377563,8.5,4.911796415862155e-06
736,5.590397932511119e-06,0.88628,0.0001349681786563,8.5,4.791769656438102e-06
737,2.0421867060764983e-05,1.33029,0.0003151337651028,8.0,9.367828926956417e-06
738,2.0911807067668e-05,1.27459,0.0003355224758982,8.0,1.1389466349354889e-05
739,2.2698970899361137e-05,1.21944,0.0003665325628831,8.0,1.4326399665990224e-05
740,2.2431758327280466e-05,1.16604,0.0003828229830234,7.0,1.483091459654907e-05
741,2.198252038647857e-05,1.11362,0.000389035192722,7.0,1.5147619089842377e-05
742,2.080136810413938e-05,1.06283,0.0003932010820393,6.0,1.454254938253992e-05
743,2.0181038593300887e-05,1.01405,0.0004063727316741,6.0,1.3943263028098796e-05
744,1.9202212094833324e-05,0.96758,0.0004198883711403,6.0,1.2984352940315868e-05
745,1.7320838262935065e-05,0.92364,0.0004277335427878,6.0,1.1668775250819413e-05
746,1.6543920472828883e-05,0.88226,0.0004365049786292,6.0,1.0908079432634428e-05
747,1.5592209334475555e-05,0.84291,0.0004313240233339,5.0,9.609152264269815e-06
748,1.3924332644711792e-05,0.80567,0.0004251442343859,5.0,8.499267977940964e-06
749,1.3529473416659257e-05,0.77089,0.0004215783916631,5.0,7.937291071106764e-06
750,1.349782199144346e-05,0.73882,0.0004218519299725,4.0,7.73875127509425e-06
751,1.3108096727698324e-05,0.7088,0.0004122765765314,4.0,7.541644692648351e-06
752,1.2899751196048809e-05,0.68097,0.000414404507173,4.0,7.524854864361804e-06
753,1.3407737337062472e-05,0.65507,0.0004222543412018,4.0,7.86587257107665e-06
754,1.3913792992728435e-05,0.63052,0.0004284734713914,4.0,8.205570226480873e-06
755,1.4092174954173676e-05,0.60725,0.0004336465482733,5.722222222222222,8.38395218792611e-06
756,1.4386705405387164e-05,0.58391,0.0004392385489817,5.722222222222222,8.525455055044245e-06
757,0.0005736343320147,22.0221,0.000942612665368,507.0,0.0005601897773581
758,0.0005396903274217,21.54359,0.0009220912278676,490.0,0.000528146149295
759,0.000537446028553,21.02992,0.0009059804481322,470.0,0.0005262783188688
760,0.0005486575262349,20.49218,0.00096268404999,449.0,0.0005385240099192
761,0.0005688965688235,19.96225,0.0010723852433706,426.0,0.0005567276582604
762,0.0005687274909963,19.42509,0.0010519207683073,393.0,0.0005582232893157
763,0.0005227191407969,18.89018,0.00104396583331,361.0,0.0005124120028094
764,0.0005299699443675,18.36033,0.0010239364957753,335.0,0.0005184488586204
765,0.0005033869339364,17.84358,0.0009898532986649,320.0,0.0004935166018984
766,0.0004747302731631,17.33358,0.0009536006359177,299.0,0.0004650700641161
767,0.0004361752695374,16.8357,0.0009331179914871,283.0,0.0004267225547177
768,0.000422679949384,16.34423,0.0008942322679156,272.0,0.0004134338254912
769,0.0004016069443135,15.85203,0.00086132421819,262.0,0.0003925675597148
770,0.0003610208558971,15.39426,0.0008331250520703,256.0,0.0003521846811024
771,0.000324619621096,14.94714,0.0007788402316031,256.0,0.0003159795551353
772,0.0003223376359975,14.47546,0.0007484993794698,247.0,0.0003150940936155
773,0.0002964495734551,14.03497,0.0007228172866714,246.0,0.0002881820554703
774,0.0002658139048409,13.61768,0.0007003618536243,248.0,0.0002577239164327
775,0.0002507896406542,13.19898,0.0006911161525864,340.0,0.000242699652246
776,0.0002281557484173,12.80593,0.0006567784408323,340.0,0.0002215104353566
777,9.778369282968332e-05,5.08175,0.00035931690578,122.0,9.103444862451206e-05
778,9.161368922308662e-05,4.99541,0.0003508558832735,117.0,8.488321075812347e-05
779,9.160165612675924e-05,4.91119,0.0003706943616023,110.0,8.403964706778421e-05
780,8.620042815683828e-05,4.82921,0.0003746314969939,100.0,7.832230561899059e-05
781,7.996470482102642e-05,4.74838,0.0003738667864317,94.0,7.181114745386845e-05
782,7.473109614342163e-05,4.67043,0.0003748265850641,94.0,6.602100756255271e-05
783,6.941122681325512e-05,4.59364,0.00037400148609,90.0,6.035758853326533e-05
784,6.42379077798332e-05,4.51193,0.0003716318607571,85.0,5.532383687646428e-05
785,5.963299652533298e-05,4.42215,0.0003678296981936,82.0,5.078557764832681e-05
786,5.462118186101915e-05,4.32333,0.0003590176174583,80.0,4.618097411113805e-05
787,5.1857232643850746e-05,4.21676,0.0003531971099497,78.0,4.354114448844835e-05
788,4.797651389723018e-05,4.11575,0.000337035010128,76.0,4.00470622947713e-05
789,4.709767940471686e-05,4.00312,0.0003399966368184,71.0,3.921522260058015e-05
790,4.695769513237828e-05,3.89188,0.000343341712961,67.0,3.918538697253636e-05
791,4.6057306148407626e-05,3.78814,0.000337540645892,65.0,3.851949460123412e-05
792,4.411283913005448e-05,3.68944,0.0003261829361959,63.0,3.6865729844402674e-05
793,4.415209264128887e-05,3.58707,0.0003272851599593,61.0,3.6876325262372257e-05
794,4.4319185793945374e-05,3.49067,0.0003307365277808,59.0,3.707588396058588e-05
795,4.5055792760049726e-05,3.39661,0.0003338671073867,84.11111111111111,3.768972309900617e-05
796,4.394353339774394e-05,3.29368,0.0003254455688693,84.11111111111111,3.687904165260254e-05
797,1.5178361555877518e-05,5.82564,0.0004750259321309,64.0,1.339808861302434e-05
798,1.5005839209143303e-05,5.5314,0.000456423854063,63.0,1.3113210840422528e-05
799,1.4495071675630286e-05,5.28409,0.0004357783059642,60.0,1.2510452328561233e-05
800,1.4488821708588616e-05,5.09761,0.000424549813461,57.0,1.2402546487391646e-05
801,1.3631985730803432e-05,4.98438,0.0004032842720795,54.0,1.1590004397160356e-05
802,1.2861246640499015e-05,4.94672,0.0003833423449363,52.0,1.08624462515683e-05
803,1.2213127797953357e-05,4.9867,0.0003686070416279,50.0,1.0256328316513314e-05
804,1.172093817824854e-05,5.07738,0.0003578916455689,47.0,9.791674396935928e-06
805,1.146677854239074e-05,5.17385,0.000345659956332,45.0,9.525450346726392e-06
806,1.127219430392311e-05,5.24028,0.0003380897513158,45.0,9.306851090078247e-06
807,1.0860937844219655e-05,5.2619,0.0003214042292939,45.0,8.922372279347496e-06
808,1.0611646017126392e-05,5.23136,0.000314158328585,42.0,8.68668611964537e-06
809,1.0515227004632436e-05,5.15097,0.0003039378569202,42.0,8.5675201844562e-06
810,9.895141513654638e-06,5.03318,0.0002902887486707,40.0,8.019285302535276e-06
811,9.689844867655132e-06,4.89104,0.0002751593714793,39.0,7.791003533732215e-06
812,9.888414385633606e-06,4.74289,0.0002816220417028,39.0,7.899430463494731e-06
813,9.52615780788764e-06,4.60546,0.0002590826252296,38.0,7.527663162876248e-06
814,9.014000204637448e-06,4.48413,0.0002443710733443,37.0,7.093341565392664e-06
815,8.915784706039703e-06,4.38338,0.0002377688092719,47.72222222222222,6.9733004004398655e-06
816,8.613777229986585e-06,4.29934,0.0002255944034093,47.72222222222222,6.692567112514087e-06
817,5.69248089941882e-05,3.7795,0.0003740284747125,73.0,5.675386362183328e-05
818,5.5067408286421226e-05,5.26583,0.0003620172211422,75.0,5.489744714973474e-05
819,5.252608089355336e-05,3.55134,0.000344130549338,68.0,5.235664192292899e-05
820,5.304192930727071e-05,3.46603,0.0003479820839903,66.0,5.2873005965527816e-05
821,5.4421805385265104e-05,3.39771,0.0003555108649006,64.0,5.408482826213653e-05
822,5.4229015343789294e-05,3.34312,0.0003540835707741,62.0,5.406112365541843e-05
823,5.409576088534831e-05,3.2987,0.000352543581002,60.0,5.392828174948036e-05
824,5.282733219297624e-05,3.25995,0.0003450494102731,58.0,5.266015709109973e-05
825,5.077875463522624e-05,3.22434,0.0003358057314729,57.0,5.061226691511074e-05
826,5.223364324189516e-05,3.19059,0.0003505457835344,57.0,5.206782215223835e-05
827,4.874370132239184e-05,3.15908,0.0003283177441613,54.0,4.8578468436553214e-05
828,4.809138153034023e-05,3.13288,0.000334169223031,53.0,4.792668501825002e-05
829,4.449445920843208e-05,3.11831,0.0003190137794907,52.0,4.416608681574992e-05
830,4.534598000520578e-05,3.12049,0.000338703366898,50.0,4.5182276106270025e-05
831,4.750623294836415e-05,3.13788,0.0003653572142214,49.0,4.734298128874778e-05
832,4.754654921149258e-05,3.16677,0.0003675087725011,48.0,4.738371856350802e-05
833,4.66161090329675e-05,3.2001,0.0003631833442429,47.0,4.645368356595368e-05
834,4.666226291560401e-05,3.22273,0.000365197016013,46.0,4.650024116936927e-05
835,4.698630640807348e-05,3.22294,0.000368599472684,57.72222222222222,4.682428466183874e-05
836,4.724031130236541e-05,3.2014,0.0003714733011626,57.72222222222222,4.6917851839550624e-05
837,0.0002502629795944,30.62983,0.0012248643391531,454.0,0.0002421243461116
838,0.000201613301734,29.82101,0.0010673645385921,421.0,0.0001956834987418
839,0.0001689824949497,28.96256,0.0009505265340922,392.0,0.0001632217280764
840,0.00014367628427,28.12889,0.000871387334469,370.0,0.0001399444327305
841,0.0001287596456389,27.24702,0.0008251498417707,357.0,0.0001251326133674
842,0.0001198804016698,26.37883,0.0007915632404377,344.0,0.0001163545075031
843,0.0001079959887204,25.49938,0.0007508292549133,331.0,0.000104567544634
844,9.503753982823216e-05,24.5706,0.0007019439345208,322.0,9.170288930794332e-05
845,8.110839488108699e-05,23.68444,0.000647244991151,314.0,7.78640590858435e-05
846,7.261923367764323e-05,22.81229,0.0006125274492809,310.0,6.946187569165873e-05
847,6.761927887112688e-05,22.00941,0.0005839846811597,308.0,6.454567528607566e-05
848,6.434958285008793e-05,21.27993,0.0005806427475775,308.0,6.135657899659546e-05
849,5.830980289828876e-05,20.57331,0.0005554008726062,305.0,5.539431275337432e-05
850,5.2556743527352944e-05,19.8818,0.0005255674352735,300.0,4.971583847182035e-05
851,4.70748517834446e-05,19.24676,0.0004956704981903,295.0,4.569029731922565e-05
852,4.589986000542698e-05,18.58378,0.000490048505352,296.0,4.319986824040187e-05
853,4.213570065744861e-05,17.96602,0.0004753433730418,301.0,3.950221936635807e-05
854,3.982743159317435e-05,17.35659,0.0004625121088239,301.0,3.725791987748568e-05
855,3.982743159317435e-05,16.77065,0.0004637968646818,334.94444444444446,3.725791987748568e-05
856,3.795596128981703e-05,16.22273,0.0004444520628452,334.94444444444446,3.55071895936998e-05
857,0.0004867403170125,19.58374,0.0011064229232532,1280.0,0.0004705394645618
858,0.0004490557956436,18.23672,0.0010772267623422,1180.0,0.0004345329439364
859,0.0004348090502429,16.99123,0.001072928508869,1130.0,0.0004212698199903
860,0.000401913012322,15.84801,0.0010333994181303,1060.0,0.0003891471146305
861,0.0003981792976516,14.84232,0.0010241807318307,938.0,0.0003863602601573
862,0.0003710379713277,13.92821,0.0009923934257042,804.0,0.0003597943964389
863,0.0003486545730707,13.09648,0.0009596630823135,705.0,0.0003382984966429
864,0.0003245810310291,12.37292,0.0009323072167857,635.0,0.0003146886821823
865,0.0003077048345464,11.67564,0.0009022131120427,605.0,0.0002980720192888
866,0.0002801404172852,11.04054,0.0008549418044584,583.0,0.0002709322619762
867,0.0002580707973645,10.47852,0.0008303147393467,567.0,0.0002494396670178
868,0.0002442973160631,10.00196,0.0007972072994893,558.0,0.0002358790763642
869,0.0002264028804755,9.57686,0.0007672724614084,549.0,0.0002183522700667
870,0.0002093465787956,9.21532,0.0007473913491256,540.0,0.0002018068935823
871,0.0001973105892784,8.86537,0.000723263200572,530.0,0.0001899447451989
872,0.0001875089331002,8.56973,0.0006898306582926,518.0,0.0001803088351788
873,0.0001776915056718,8.26857,0.0006727106749295,498.0,0.0001709494165021
874,0.0001659509664737,8.00051,0.0006494370861121,480.0,0.000159353975757
875,0.0001577413780263,7.74577,0.0006453322918883,731.1111111111111,0.0001511443873096
876,0.0001477322467586,7.48987,0.0006225557763027,731.1111111111111,0.000141406888905
877,3.62362166490921e-06,3.11875,0.0002297376135552,29.0,2.174172998945526e-06
878,3.649680324500377e-06,2.9412,0.0002386890932223,27.0,2.189808194700226e-06
879,2.940912653423737e-06,2.77089,0.0002271855024769,25.0,2.205684490067802e-06
880,2.9613791735086864e-06,2.61075,0.0002095175765257,20.0,1.4806895867543432e-06
881,2.9813723853364182e-06,2.4595,0.0001967705774322,18.0,1.4906861926682091e-06
882,2.2507433079774595e-06,2.3207,0.0001800594646381,18.0,1.5004955386516398e-06
883,3.02038837663941e-06,2.19172,0.0001729172345626,16.0,1.510194188319705e-06
884,3.039716941558402e-06,2.07175,0.000171744007198,17.0,1.519858470779201e-06
885,2.2942708233755608e-06,1.96042,0.0001583046868129,14.0,1.5295138822503735e-06
886,2.308809416248323e-06,1.85822,0.0001539206277498,14.0,7.69603138749441e-07
887,1.548982705608092e-06,1.76268,0.0001456043743271,11.0,7.74491352804046e-07
888,2.3383371149440782e-06,1.67305,0.0001535508038813,13.0,7.794457049813595e-07
889,1.5689855488586022e-06,1.58893,0.0001616055115324,12.0,7.844927744293011e-07
890,1.5793110255650971e-06,1.50862,0.0001642483466587,10.0,7.896555127825487e-07
891,1.589924963491348e-06,1.43365,0.0001772766334292,11.0,7.94962481745674e-07
892,1.6008811249711842e-06,1.36386,0.0001768973643093,10.0,8.004405624855921e-07
893,1.6122453256977396e-06,1.29688,0.0001837959671295,11.0,8.061226628488698e-07
894,1.624080567388787e-06,1.23175,0.0001835211041149,9.0,8.120402836943935e-07
895,1.624080567388787e-06,1.17072,0.0001827090638312,15.833333333333334,8.120402836943935e-07
896,1.6493729908575257e-06,1.11526,0.000184729774976,15.833333333333334,8.246864954287627e-07
897,0.0005849298068646,42.25764,0.0014391187065888,1030.0,0.00056175516595
898,0.0005334183874857,39.74553,0.0013390433343647,988.0,0.0005136369452008
899,0.0004800162704852,37.313,0.0012528291203672,985.0,0.0004630629599025
900,0.0004226327054473,34.93324,0.0011587545951127,972.0,0.0004080376017621
901,0.0003674976053595,32.62172,0.0010639726130442,929.0,0.0003548043862038
902,0.0003454107463112,30.30475,0.0010109856061384,865.0,0.0003341944662368
903,0.0003062985555099,28.03334,0.0009366837442547,795.0,0.000296532552053
904,0.0002745453226214,25.87052,0.0008808568876523,731.0,0.0002660760260108
905,0.0002409114852,23.8208,0.0008204025836139,681.0,0.0002335942501069
906,0.0002087700159939,21.89475,0.0007517011090069,638.0,0.0002023995681892
907,0.0001821084513773,20.0838,0.0006847359577432,597.0,0.0001764388658247
908,0.0001676391955537,18.46037,0.0006372688363995,558.0,0.0001623901541805
909,0.00014765073315,16.94151,0.000585646421561,527.0,0.0001428327912367
910,0.000130237516385,15.56515,0.0005406013495299,498.0,0.0001257661522401
911,0.0001235899618055,14.31815,0.0005236564314327,472.0,0.0001193875829229
912,0.000109905346626,13.2655,0.0004867250630731,446.0,0.0001059881203325
913,9.85224341333736e-05,12.41915,0.0004565167233656,422.0,9.480106023821756e-05
914,9.42546202162797e-05,11.74034,0.0004407931591423,401.0,9.064731088935917e-05
915,8.846106281243763e-05,11.16447,0.0004326129475878,696.3888888888889,8.489930032045296e-05
916,7.697620148298518e-05,10.65239,0.0003964929474762,696.3888888888889,7.36707377192259e-05
917,2.8573806764041232e-05,8.03507,0.0002857380676404,51.0,2.8573806764041232e-05
918,2.713610483417373e-05,7.64848,0.0002762948855843,49.0,2.713610483417373e-05
919,2.571421224510787e-05,7.27287,0.0002657135265327,48.0,2.571421224510787e-05
920,2.551088585943745e-05,6.91943,0.0002623976831256,48.0,2.551088585943745e-05
921,2.530663202469928e-05,6.59095,0.0002542713979624,47.0,2.41015543092374e-05
922,2.390748758603707e-05,6.29563,0.0002546147427912,46.0,2.390748758603707e-05
923,2.251331544117212e-05,6.03474,0.0002559408492259,44.0,2.251331544117212e-05
924,2.1123934121490785e-05,5.80571,0.0002558343132491,43.0,2.1123934121490785e-05
925,2.091722010144852e-05,5.60784,0.0002533307767842,42.0,2.091722010144852e-05
926,2.072543632800536e-05,5.44113,0.000245250996548,40.0,2.072543632800536e-05
927,2.054834397471184e-05,5.29957,0.0002431554037007,39.0,2.054834397471184e-05
928,2.038216560509554e-05,5.18714,0.0002400566171266,38.0,2.038216560509554e-05
929,2.022342389307651e-05,5.09819,0.0002348164218696,38.0,2.022342389307651e-05
930,2.0072304902771983e-05,5.02992,0.0002330617624821,37.0,2.0072304902771983e-05
931,1.992898637853781e-05,4.97572,0.000231397675173,36.0,1.992898637853781e-05
932,1.979350970816669e-05,4.93705,0.0002320239193568,35.0,1.979350970816669e-05
933,1.966561892619165e-05,4.9058,0.0002327098239599,34.0,1.966561892619165e-05
934,2.063113912120034e-05,4.87321,0.0002323717774703,34.0,1.9545289693768743e-05
935,2.063113912120034e-05,4.83227,0.0002334576268977,41.61111111111112,1.9545289693768743e-05
936,2.0401698709861e-05,4.77097,0.0002319351011226,41.61111111111112,1.932792509355253e-05
937,1.7412855911519474e-06,1.42337,0.0005496658182736,6.0,3.869523535893217e-07
938,1.737348100277416e-06,1.37824,0.0004953372472568,5.0,5.791160334258053e-07
939,1.7330892373425272e-06,1.33364,0.0004459816304094,5.0,5.776964124475091e-07
940,1.5371593870961237e-06,1.28973,0.0003812155279998,5.0,5.764347701610463e-07
941,1.7259524956505997e-06,1.24642,0.0003072195442258,5.0,5.753174985501999e-07
